Toc_do_trung_binh_kmh,Tang_toc_trung_binh_ms2,Tan_suat_phanh_gap,So_chu_ky_sac_xa_pin,Dung_luong_pin_giam_%
57.5183538429154,1.408458427491241,0,189,23.64810731354529
71.36283052914996,2.6476942361258566,2,109,51.807057591914386
46.79021209760541,1.6700867323068176,3,221,8.339046080064142
87.27098837862803,1.0336233306115232,5,199,48.27626842675111
75.008310220401,2.836513470193133,6,55,59.63409231612354
39.29704300319519,2.4915011412459425,7,277,18.98537822834907
47.788300300765385,0.6391653651404978,12,76,19.715378016162582
73.16687605795741,2.9973574049512943,3,288,9.447804739659945
109.88300916469726,2.237316741100256,5,104,42.090377621258654
80.97516485679877,0.9006664976014673,10,192,51.684660088908416
91.33815001876238,1.0929192032464912,0,113,38.34139679071178
60.512569476951874,2.2311137031038677,7,298,33.787794649769296
81.42702537398108,2.449402638197805,1,66,38.172865167322534
70.26418403742608,1.0975898578745154,7,52,60.253154763914225
89.32169213608447,1.142422134748177,19,59,9.762215745811732
34.551800947110934,1.267801737180152,8,240,60.407752856201064
74.39701946150632,1.995045912091592,3,112,52.47809280750841
56.63933626295703,0.9295404457531924,16,138,23.79629240562584
59.35665551501184,0.7606079972119437,6,239,42.919931521212305
116.48256884022553,2.197160222713784,9,134,10.827120269040005
46.44253314402445,2.447744849482925,4,295,33.12223524790284
58.01207273207372,1.7523235110412636,9,153,19.247867337706605
75.89033181577847,1.4095817756709634,11,186,9.005276056394145
107.67242533346612,1.5801067838161909,19,201,31.6035410992027
67.50030748857334,1.4710195846798797,5,81,56.51258817412441
96.9478752799354,2.8999622705941883,0,52,69.66897604669228
107.0736688393322,2.420224763047851,2,299,52.20278713361886
57.901472023966406,1.0202180371252756,6,210,34.63298364880136
65.3475165184839,1.4604728801349502,10,220,74.96598758712675
62.09006013195207,1.8600307284077744,11,158,26.598686796764195
104.9570227756129,2.032464655159221,8,189,20.131371707802185
33.9912175758241,1.6704597400719177,0,142,38.79855317274948
57.7578979945812,2.5253165875298977,3,262,41.581520542322025
91.14677018356169,2.419015048645579,1,152,31.45057815292452
80.88991496088084,1.762894796570417,1,275,54.446187835559115
69.26604233643249,2.636073466954326,16,146,19.910847805154656
78.59534044992459,2.377723826105965,1,209,41.947933783179415
47.78261272454864,2.446454621801608,3,197,41.25856969880321
68.76449594472093,2.8910019485835416,10,244,63.105583531010645
75.15326857587141,1.1661673530230066,18,117,70.07035341635432
111.10702097591415,1.169120405917123,12,194,52.27044647546952
53.47516465235788,2.7223806392266003,17,291,28.112582347588276
108.10456519484391,2.430565933464199,18,258,54.04874384110964
87.98172607433838,2.8163638535890687,14,196,24.467551223733814
31.83067479608409,0.6578254008111326,11,181,72.7417463573688
95.21682032094544,2.069392693153992,10,142,63.00944303808312
33.19966897941496,0.8615708453086186,0,66,36.60534224395756
119.76430141324316,1.7597429957314563,15,241,60.44318740705775
